NORMAN_ID,NAME,SMILES,NEUTRAL_EXACT_MASS,FORMULA,StdInChI,CAS_RN,PUBCHEM_CID,InChIKey,CHEMSPIDER_ID,DTXSID,Preferable Ionization,MB_Records Positive Ionization,Adduct Positive Ionization,Ionisation type and collision energy Positive Ionization,Fragments Positive Ionization,Simplified_fragments_Positive,Institute Positive Ionization,MB_Records Negative Ionization,Adduct Negative Ionization,Ionisation type and collision energy Negative Ionization,Fragments Negative Ionization,Simplified_fragments_Negative,Institute Negative Ionization
stpQQR2213,Omethoate|2-dimethoxyphosphorylsulfanyl-N-methylacetamide,CNC(=O)CSP(=O)(OC)OC,213.0224655,C5H12NO4PS,"InChI=1S/C5H12NO4PS/c1-6-5(7)4-12-11(8,9-2)10-3/h4H2,1-3H3,(H,6,7)",CAS_RN: 1113-02-6,14210,PZXOQEXFMJCDPG-UHFFFAOYSA-N,13574,DTXSID4037580,Positive,AU302701|AU302702|AU302703|AU302704|AU302705,[M+H]+,CID10|CID20|CID30|CID40|CID50,214.0307:182.9882:196.02|124.9823:154.9931:142.993|124.9826:142.9932:154.9931|124.9826:142.9931:127.0156|124.9825:142.9929:127.0157,196.02;182.9882;154.9931;142.99305;127.01565;124.98255,Athens_Univ,NA,NA,NA,NA,NA,NA
stpQQR2214,"Imidacloprid|N-[1-[(6-chloropyridin-3-yl)methyl]-4,5-dihydroimidazol-2-yl]nitramide",[O-][N+](=O)NC1=NCCN1CC1=CN=C(Cl)C=C1,255.0523022,C9H10ClN5O2,"InChI=1S/C9H10ClN5O2/c10-8-2-1-7(5-12-8)6-14-4-3-11-9(14)13-15(16)17/h1-2,5H,3-4,6H2,(H,11,13)",CAS_RN: 138261-41-3,86418,YWTYJOPNNQFBPC-UHFFFAOYSA-N,77934,DTXSID5032442,Positive/Negative,AU303601|AU303602|AU303603|AU303604|AU303605;SM839401;EA270901|EA270902|EA270903|EA270904|EA270905|EA270906|EA270907|EA270908|EA270909|EA270910|EA270911|EA270912|EA270913|EA270914,[M+H]+;[M+H]+;[M+H]+,CID10|CID20|CID30|CID40|CID50;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,256.0594:175.0968:209.0583|175.0969:209.0583:211.055|175.097:209.0583:211.055|175.097:209.0583:211.055|209.0583:173.0811:175.0964;209.0588:175.0978:256.0595;209.059:210.0667:175.0978|256.0596:209.0588:210.0667|209.0588:175.0977:212.0583|175.0977:209.0587:128.0261|175.0977:209.0587:174.0899|209.0588:175.0977:173.0822|209.0587:175.0977:173.0821|256.0594:209.0587:175.0977|209.0588:175.0978:212.0584|175.0978:209.0588:84.0556|175.0977:209.0588:174.09|209.0588:175.0977:173.0821|209.0587:175.0977:173.082|209.0589:210.0667:175.0978,212.05835;211.055;210.0667;209.05875;175.0977;174.08995;173.0821;128.0261;84.0556,Athens_Univ;CASMI_2016;Eawag,AU303651;SM839454;EA270951|EA270952|EA270953|EA270954|EA270955|EA270956|EA270958|EA270959|EA270964,[M-H]-;[M-H]-;[M-H]-,CID10;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD15|HCD30|CID35,254.0439:153.0234:256.0435;254.045;153.0225:207.0442:210.044|254.0449|254.045:153.0223|254.0453|85.9994|85.9993|254.0447:153.0219|254.0446:153.0224|153.0223:210.0435:207.0439,254.0449;210.04375;207.04405;153.02235;85.99935,Athens_Univ;CASMI_2016;Eawag
stpQQR2215,"Atrazine|6-chloro-4-N-ethyl-2-N-propan-2-yl-1,3,5-triazine-2,4-diamine",CCNC1=NC(NC(C)C)=NC(Cl)=N1,215.0937731,C8H14ClN5,"InChI=1S/C8H14ClN5/c1-4-10-7-12-6(9)13-8(14-7)11-5(2)3/h5H,4H2,1-3H3,(H2,10,11,12,13,14)",CAS_RN: 1912-24-9,2256,MXWJVTOOROXGIU-UHFFFAOYSA-N,2169,DTXSID9020112,Positive,AU310901|AU310902|AU310903|AU310904|AU310905;SM841401;EA028801|EA028802|EA028803|EA028804|EA028805|EA028806|EA028807|EA028808|EA028809|EA028810|EA028811|EA028812|EA028813|EA028814;UF403301|UF403302|UF403303|UF403304;UA002901|UA002903,[M+H]+;[M+H]+;[M+H]+;[M+H]+;[M+H]+,CID10|CID20|CID30|CID40|CID50;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35;HCD55|HCD80|CID35|CID55;CID35|CID35,216.1006:218.0976:217.1033|174.0531:216.1005:176.0501|174.0531:132.0316:176.0501|146.022:132.0319:174.0532|146.0217:132.0319:138.076;216.1011:174.0541:96.0556;174.0543:138.1026:96.0556|216.1012|216.1012:174.0546:96.0556|174.0544:216.1014:104.001|174.0541:104.0011:132.0325|104.0011:174.0537:68.0244|104.001:68.0243:79.0058|216.1012|216.1012:174.0541:96.0554|174.0544:216.1012:104.0011|174.0542:104.001:132.0323|174.0542:104.0011:68.0243|104.0011:68.0243:79.0058|174.0542:138.1026:96.0556;174.054:216.1009:104.0009|104.0009:174.054:96.0555|174.0539:216.1009:138.1026|174.054:138.1026:96.0556;174.0541:216.101:96.0556|174.0539:216.1006:138.1023,176.0501;174.0541;146.02185;138.1026;138.076;132.0319;104.00105;96.0556;79.0058;68.0243,Athens_Univ;CASMI_2016;Eawag;UFZ;UFZ_Additional_Specs,NA,NA,NA,NA,NA,NA
stpQQR2216,Acephate|N-[methoxy(methylsulfanyl)phosphoryl]acetamide,CC(=O)NP(=O)(OC)SC,183.0119008,C4H10NO3PS,"InChI=1S/C4H10NO3PS/c1-4(6)5-9(7,8-2)10-3/h1-3H3,(H,5,6,7)",CAS_RN: 30560-19-1,1982,YASYVMFAVPKPKE-UHFFFAOYSA-N,1905,DTXSID8023846,Positive/Negative,AU311101|AU311102|AU311103|AU311104|AU311105,[M+H]+,CID10|CID20|CID30|CID40|CID50,142.9929:144.9887:143.995|142.9928:124.982:142.0083|142.9927:124.9824:142.0092|124.9822:142.9921:110.9665|124.9817:142.9908,144.9887;143.995;142.9927;142.00875;124.9821;110.9665,Athens_Univ,AU311151,[M-H]-,CID10,182.0027:140.9759,182.0027;140.9759,Athens_Univ
stpQQR2217,Diazinon|diethoxy-(6-methyl-2-propan-2-ylpyrimidin-4-yl)oxy-sulfanylidene-$l^{5}-phosphane,CCOP(=S)(OCC)OC1=NC(=NC(C)=C1)C(C)C,304.1010502,C12H21N2O3PS,"InChI=1S/C12H21N2O3PS/c1-6-15-18(19,16-7-2)17-11-8-10(5)13-12(14-11)9(3)4/h8-9H,6-7H2,1-5H3",CAS_RN: 333-41-5,3017,FHIVAFMUCKRCQO-UHFFFAOYSA-N,2909,DTXSID9020407,Positive,AU312401|AU312402|AU312403|AU312404|AU312405;SM877901;EA029301|EA029302|EA029303|EA029304|EA029305|EA029306|EA029307|EA029308|EA029309|EA029310|EA029311|EA029312|EA029313|EA029314;UF400601|UF400602|UF400603,[M+H]+;[M+H]+;[M+H]+;[M+H]+,CID10|CID20|CID30|CID40|CID50;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35;HCD55|HCD80|CID35,305.1119:307.1064:169.0786|169.0788:305.1085:153.1014|169.0789:153.1013:249.0453|169.0787:153.1013:135.0907|169.0787:153.1014:135.0908;305.1085:169.0794:153.1023;169.0797:153.1026:277.0773|305.1087:169.0795|305.1082:169.0795:153.1023|169.0796:153.1024:96.9508|169.0794:153.1022:96.9507|169.0795:100.0216:96.9509|100.0216:96.9508:114.9614|305.1086:169.079:153.1021|305.1087:169.0795:153.1023|169.0795:153.1023:96.9508|169.0796:153.1024:96.9509|169.0795:100.0216:96.9508|100.0216:96.9508:114.9614|169.0795:153.1023:277.0771;169.0794:153.1021:96.9507|100.0215:169.0794:96.9507|169.0793:153.1021:100.0213,277.0772;249.0453;169.0794;153.10225;135.09075;114.9614;100.0216;96.9508,Athens_Univ;CASMI_2016;Eawag;UFZ,NA,NA,NA,NA,NA,NA
stpQQR2218,"Metribuzin|4-amino-6-tert-butyl-3-methylsulfanyl-1,2,4-triazin-5-one",CSC1=NN=C(C(=O)N1N)C(C)(C)C,214.0888321,C8H14N4OS,"InChI=1S/C8H14N4OS/c1-8(2,3)5-6(13)12(9)7(14-4)11-10-5/h9H2,1-4H3",CAS_RN: 21087-64-9,30479,FOXFZRUHNHCZPX-UHFFFAOYSA-N,28287,DTXSID6024204,Positive,AU313001|AU313002|AU313003|AU313004|AU313005;SM838801;EA009001|EA009002|EA009003|EA009004|EA009005|EA009006|EA009007|EA009008|EA009009|EA009010|EA009011|EA009012|EA009013|EA009014,[M+H]+;[M+H]+;[M+H]+,CID10|CID20|CID30|CID40|CID50;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,215.0956:216.0983:217.0919|215.0956:187.1006:216.0983|187.1:215.095:131.0376|156.0581:131.0378:184.0531|156.0577:141.0357:140.039;215.0961:187.1011:84.0807;187.1012:186.0822:131.0274|215.0963|215.0963:187.1012:186.0819|215.0964:187.1014:186.0823|187.1012:215.0954:131.0386|187.1011:74.0059:131.0386|74.0059:59.9902:58.0399|215.0962:186.0829:187.1006|215.0962:187.1012:186.0821|215.0962:187.1013:186.0822|187.1012:215.0963:131.0386|187.1013:74.006:131.0387|74.0059:59.9902:58.0399|187.1012:186.0822:131.0274,187.1012;186.0822;184.0531;156.0579;141.0357;140.039;131.0386;131.0274;84.0807;74.0059;59.9902;58.0399,Athens_Univ;CASMI_2016;Eawag,NA,NA,NA,NA,NA,NA
stpQQR2219,Monocrotophos|dimethyl [(E)-4-(methylamino)-4-oxobut-2-en-2-yl] phosphate,C/C(=C\C(=N\C)\O)/OP(=O)(OC)OC,223.0609592,C7H14NO5P,"InChI=1S/C7H14NO5P/c1-6(5-7(9)8-2)13-14(10,11-3)12-4/h5H,1-4H3,(H,8,9)/b6-5+",CAS_RN: 6923-22-4,5371562,KRTSDMXIXPKRQR-AATRIKPKSA-N,4522053,DTXSID9034816,Positive,AU313301|AU313302|AU313303|AU313304|AU313305,[M+H]+,CID10|CID20|CID30|CID40|CID50,193.0274:127.016:167.0472|127.0158:128.0188:193.0264|127.0158:128.0192:109.0053|127.0156:128.0192:109.005|127.0153:109.0045:129.0187,193.0269;167.0472;129.0187;128.0192;127.0158;109.005,Athens_Univ,NA,NA,NA,NA,NA,NA
stpQQR2220,Dichlofluanid|N-[dichloro(fluoro)methyl]sulfanyl-N-(dimethylsulfamoyl)aniline,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)C1=CC=CC=C1,331.9623032,C9H11Cl2FN2O2S2,"InChI=1S/C9H11Cl2FN2O2S2/c1-13(2)18(15,16)14(17-9(10,11)12)8-6-4-3-5-7-8/h3-7H,1-2H3",CAS_RN: 1085-98-9,14145,WURGXGVFSMYFCG-UHFFFAOYSA-N,13520,DTXSID5041851,Positive,AU313401|AU313402|AU313403|AU313404;EQ029701|EQ029702|EQ029703|EQ029704|EQ029705|EQ029706,[M+H]+;[M+H]+,CID10|CID20|CID30|CID40;HCD15|HCD30|HCD45|HCD60|HCD75|HCD90,223.9493:225.9459:224.9515|223.9493:123.0131:225.9459|123.013:223.9493:225.9459|123.0131:122.0051:223.9502;223.9497:123.0135:121.0885|123.0137:223.9498:121.0886|123.0137:223.9498:121.0887|123.0137:95.0491:96.0028|123.0137:95.0491:96.0028|123.0136:95.0491:96.0028,225.9459;224.9515;223.9497;123.0136;122.0051;121.0886;96.0028;95.0491,Athens_Univ;Eawag,NA,NA,NA,NA,NA,NA
stpQQR2221,"Simazine|6-chloro-2-N,4-N-diethyl-1,3,5-triazine-2,4-diamine",CCNC1=NC(NCC)=NC(Cl)=N1,201.0781231,C7H12ClN5,"InChI=1S/C7H12ClN5/c1-3-9-6-11-5(8)12-7(13-6)10-4-2/h3-4H2,1-2H3,(H2,9,10,11,12,13)",CAS_RN: 122-34-9,5216,ODCWYMIRDDJXKW-UHFFFAOYSA-N,5027,DTXSID4021268,Positive,AU314101|AU314102|AU314103;SM841901;EA026201|EA026202|EA026203|EA026204|EA026205|EA026206|EA026207|EA026208|EA026209|EA026210|EA026211|EA026212|EA026213|EA026214;UF404101|UF404102|UF404103|UF404104,[M+H]+;[M+H]+;[M+H]+;[M+H]+,CID10|CID20|CID30;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35;HCD55|HCD80|CID35|CID55,202.0848:204.082:203.0866|202.0848:132.0315:124.0859|132.0312:124.0865:202.0838;146.0228:202.0854:79.0058;124.087:202.0856:132.0325|202.0855:124.0874|202.0857:124.087:132.0324|202.0856:132.0324:124.087|132.0324:202.0853:124.087|104.001:68.0243:132.0324|68.0243:104.001:96.0556|202.0855:71.0602|202.0854:124.0869:132.0323|202.0854:132.0323:124.087|202.0855:132.0324:124.087|104.0011:68.0243:96.0557|104.001:68.0243:96.0556|202.0854:124.087:132.0323;202.0852:132.0322:124.0868|104.0009:96.0555:132.0322|202.0852:124.0868:132.0322|124.0868:132.0322:174.0539,174.0539;146.0228;132.0323;124.087;104.001;96.0556;79.0058;71.0602;68.0243,Athens_Univ;CASMI_2016;Eawag;UFZ,NA,NA,NA,NA,NA,NA
stpQQR2222,Fenthion|dimethoxy-(3-methyl-4-methylsulfanylphenoxy)-sulfanylidene-$l^{5}-phosphane,COP(=S)(OC)OC1=CC(C)=C(SC)C=C1,278.020023,C10H15O3PS2,"InChI=1S/C10H15O3PS2/c1-8-7-9(5-6-10(8)16-4)13-14(15,11-2)12-3/h5-7H,1-4H3",CAS_RN: 55-38-9,3346,PNVJTZOFSHSLTO-UHFFFAOYSA-N,3229,DTXSID8020620,Positive,AU315501|AU315502|AU315503|AU315504|AU315505;SM848001,[M+H]+;[M+H]+,CID10|CID20|CID30|CID40|CID50;HCD35,279.0272:247.0008:169.013|169.0132:247.0005:138.0488|169.0128:153.0356:124.9812|168.9862:153.0362:169.0131|168.986:121.0099:152.9815;231.024:279.0274:216.0005,247.00065;231.024;216.0005;169.01305;168.9861;153.0359;152.9815;138.0488;124.9812;121.0099,Athens_Univ;CASMI_2016,NA,NA,NA,NA,NA,NA
stpQQR2223,"Mesotrione|2-(4-methylsulfonyl-2-nitrobenzoyl)cyclohexane-1,3-dione",CS(=O)(=O)C1=CC=C(C(=O)C2C(=O)CCCC2=O)C(=C1)[N+]([O-])=O,339.0412728,C14H13NO7S,"InChI=1S/C14H13NO7S/c1-23(21,22)8-5-6-9(10(7-8)15(19)20)14(18)13-11(16)3-2-4-12(13)17/h5-7,13H,2-4H2,1H3",CAS_RN: 104206-82-8,175967,KPUREKXXPHOJQT-UHFFFAOYSA-N,153301,DTXSID7032424,Positive/Negative,AU318001|AU318002|AU318003;EA025801|EA025802|EA025803|EA025804|EA025805|EA025806|EA025807|EA025808|EA025809|EA025810|EA025811|EA025812|EA025813|EA025814,[M+H]+;[M+H]+,CID10|CID20|CID30;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,340.0481:227.9942:341.0511|227.9952:228.9989:340.0512|227.9952;227.9962:294.0545|340.048:227.9959|227.996:340.0479:104.0128|227.9961:104.013:77.0261|104.013:227.9957:77.026|104.013:77.026:76.018|104.013:76.018:77.026|340.048:227.996|227.9959:340.0479|227.9959:104.013:166.0138|104.0131:227.996:77.026|104.0131:77.026:76.0181|104.013:76.0181:77.0259|227.996:294.0542,294.05435;228.9989;227.9959;166.0138;104.013;77.026;76.01805,Athens_Univ;Eawag,EA025851|EA025852|EA025853|EA025854|EA025855|EA025858|EA025859|EA025860|EA025864,[M-H]-,CID35|HCD15|HCD30|HCD45|HCD60|HCD15|HCD30|HCD45|CID35,291.033|291.0333|291.0331|291.0332|215.0342|291.0331|291.0332|291.0335:215.0341|291.0328,291.03315;215.03415,Eawag
stpQQR2224,Acetochlor|2-chloro-N-(ethoxymethyl)-N-(2-ethyl-6-methylphenyl)acetamide,CCOCN(C(=O)CCl)C1=C(CC)C=CC=C1C,269.1182566,C14H20ClNO2,"InChI=1S/C14H20ClNO2/c1-4-12-8-6-7-11(3)14(12)16(10-18-5-2)13(17)9-15/h6-8H,4-5,9-10H2,1-3H3",CAS_RN: 34256-82-1,1988,VTNQPKFIQCLBDU-UHFFFAOYSA-N,1911,DTXSID8023848,Positive,AU322101|AU322102|AU322103|AU322104|AU322105;SM848201;EA010401|EA010402|EA010403|EA010404|EA010405|EA010406|EA010407|EA010408|EA010409|EA010410|EA010411|EA010412|EA010413|EA010414,[M+H]+;[M+H]+;[M+H]+,CID10|CID20|CID30|CID40|CID50;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,224.0828:226.0801:270.125|148.1111:224.0828:226.0801|148.1112:133.0878:132.0799|133.0878:148.1111:134.0909|133.0876:134.091:148.1115;224.0837:148.1121:59.0493;224.0838:148.1119:210.0681|224.0838:270.1255:148.1121|224.0835:148.112:194.0728|148.1121:224.0836:149.0959|148.112:133.0885:149.0962|133.0885:148.112:132.0807|133.0886:132.0806:148.112|224.0836:270.1254:148.112|224.0836:148.1121:210.0679|148.112:224.0837:149.096|148.112:133.0885:149.0961|133.0885:148.112:132.081|133.0885:132.0808:148.112|224.0837:148.112:210.068,226.0801;224.0836;210.068;194.0728;149.09605;148.112;134.09095;133.0885;132.0807;59.0493,Athens_Univ;CASMI_2016;Eawag,NA,NA,NA,NA,NA,NA
stpQQR2225,"Alachlor|2-chloro-N-(2,6-diethylphenyl)-N-(methoxymethyl)acetamide",CCC1=CC=CC(CC)=C1N(COC)C(=O)CCl,269.1182566,C14H20ClNO2,"InChI=1S/C14H20ClNO2/c1-4-11-7-6-8-12(5-2)14(11)16(10-18-3)13(17)9-15/h6-8H,4-5,9-10H2,1-3H3",CAS_RN: 15972-60-8,2078,XCSGPAVHZFQHGE-UHFFFAOYSA-N,1994,DTXSID1022265,Positive,AU322501|AU322502|AU322503|AU322504|AU322505;EA027401|EA027402|EA027403|EA027404|EA027405|EA027406|EA027407|EA027408|EA027409|EA027410|EA027411|EA027412|EA027413|EA027414,[M+H]+;[M+H]+,CID10|CID20|CID30|CID40|CID50;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,238.0987:240.0954:270.125|162.1269:238.0987:240.0954|162.1271:147.1034:163.1301|147.1034:132.08:162.1269|132.0798:147.1031:117.0567;238.0995:224.0839:162.1278|238.0992:270.1254:162.1275|238.0992:162.1276:224.0835|162.1278:238.0993:163.1117|162.1276:147.1042:163.1115|147.1043:162.1278:132.0809|147.1042:132.0807:162.1277|238.0994:270.1256:162.1278|238.0993:162.1278:224.0836|162.1278:238.0992:163.1118|162.1278:147.1042:163.1117|147.1042:162.1277:132.0807|132.0807:147.1042:146.0964|238.0994:162.1276:208.0886,240.0954;238.09925;224.0836;208.0886;163.1301;163.1117;162.1277;147.1042;146.0964;132.0807;117.0567,Athens_Univ;Eawag,NA,NA,NA,NA,NA,NA
stpQQR2226,Azoxystrobin|methyl (E)-2-[2-[6-(2-cyanophenoxy)pyrimidin-4-yl]oxyphenyl]-3-methoxyprop-2-enoate,CO\C=C(\C(=O)OC)C1=CC=CC=C1OC1=NC=NC(OC2=C(C=CC=C2)C#N)=C1,403.1168206,C22H17N3O5,"InChI=1S/C22H17N3O5/c1-27-13-17(22(26)28-2)16-8-4-6-10-19(16)30-21-11-20(24-14-25-21)29-18-9-5-3-7-15(18)12-23/h3-11,13-14H,1-2H3/b17-13+",CAS_RN: 131860-33-8,3034285,WFDXOXNFNRHQEC-GHRIWEEISA-N,2298772,DTXSID0032520,Positive,AU324501|AU324502|AU324503|AU324504|AU324505;SM840502;EA008901|EA008902|EA008903|EA008904|EA008905|EA008906|EA008907|EA008908|EA008909|EA008910|EA008911|EA008912|EA008913|EA008914,[M+H]+;[M+H]+;[M+H]+,CID10|CID20|CID30|CID40|CID50;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,372.0983:404.1244:373.1012|372.0983:373.1012:344.1027|344.1031:372.0983:329.0794|329.0794:344.1028:330.0825|329.0793:183.0544:172.0384;372.098:344.103:329.0795;372.098|372.0974:404.1234|372.0977:344.1028:316.1073|329.079:344.1026:372.0974|329.079:183.0552:328.0713|172.0392:156.0443:200.0342|172.0393:156.0444:130.04|372.0976:404.1234:172.0398|372.0978:344.1027:316.1076|329.0793:344.1027:372.0976|329.0792:183.0553:328.0713|172.0394:156.0445:200.0342|172.0394:156.0444:130.0399|372.0976,373.1012;372.09775;344.10275;330.0825;329.0793;328.0713;316.10745;200.0342;183.0552;172.03935;156.0444;130.03995,Athens_Univ;CASMI_2016;Eawag,NA,NA,NA,NA,NA,NA
stpQQR2227,"Bentazone|bentazon|2,2-dioxo-3-propan-2-yl-1H-2$l^{6},1,3-benzothiadiazin-4-one",c12c(C(N(C(C)C)S(N1)(=O)=O)=O)cccc2,240.0568632,C10H12N2O3S,"InChI=1S/C10H12N2O3S/c1-7(2)12-10(13)8-5-3-4-6-9(8)11-16(12,14)15/h3-7,11H,1-2H3",CAS_RN: 25057-89-0,2328,ZOMSMJKLGFBRBS-UHFFFAOYSA-N,2238,DTXSID0023901,Positive/Negative,EA025301|EA025302|EA025303|EA025304|EA025305|EA025306|EA025307|EA025308|EA025309|EA025310|EA025311|EA025312|EA025313|EA025314,[M+H]+,CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,199.0173|199.0172|199.0171:135.0549:120.0448|199.0172:135.0554:120.0444|107.0604:135.0554:120.0444|107.0603:120.0441:92.0492|107.0603:80.0495:120.044|199.0171|199.0171:120.0443|199.0171:135.0554:107.0603|107.0603:120.0443:135.0551|107.0604:120.0444:80.0495|107.0603:80.0494:120.0442|199.0171,199.0171;135.0554;120.0443;107.0603;92.0492;80.0495,Eawag,AU325851|AU325852|AU325853|AU325854;SM838051;EA025351|EA025352|EA025353|EA025354|EA025355|EA025356|EA025357|EA025358|EA025359|EA025360|EA025361|EA025362|EA025363|EA025364,[M-H]-;[M-H]-;[M-H]-,CID10|CID20|CID30|CID40;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35,239.0502:240.0525:241.0471|239.0503:175.0874:132.033|132.0324:133.0392:197.0044|132.0321:133.041;239.0495:132.0327:197.0026;197.0029:175.088:132.033|239.0497|239.0497:175.0878:197.0033|239.0496:175.0878:197.0027|132.0329:133.0407:197.0027|132.0329:133.0407:197.0029|132.0329:133.0406:117.046|239.0496|239.0498:175.0877:197.0023|239.0496:175.0877:197.0026|132.0329:197.0027:133.0407|132.0329:133.0407:197.0026|132.0328:133.0405:117.0455|197.0029:175.088:132.033,239.0497;197.0027;175.0878;133.0407;132.0329;117.04575,Athens_Univ;CASMI_2016;Eawag
stpQQR2228,Chloridazon|5-amino-4-chloro-2-phenylpyridazin-3-one,NC1=C(Cl)C(=O)N(N=C1)C1=CC=CC=C1,221.0355896,C10H8ClN3O,"InChI=1S/C10H8ClN3O/c11-9-8(12)6-13-14(10(9)15)7-4-2-1-3-5-7/h1-6H,12H2",CAS_RN: 1698-60-8,15546,WYKYKTKDBLFHCY-UHFFFAOYSA-N,14790,DTXSID3034872,Positive/Negative,AU330002|AU330003|AU330004|AU330005;SM840201;EA008801|EA008802|EA008803|EA008804|EA008805|EA008806|EA008807|EA008808|EA008809|EA008810|EA008811|EA008812|EA008813|EA008814;UF401801|UF401802|UF401803|UF401804,[M+H]+;[M+H]+;[M+H]+;[M+H]+,CID20|CID40|CID40|CID50;HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35;HCD55|HCD80|CID35|CID55,222.0424:224.0395:223.0452|222.0424:224.0395:146.0104|146.011:222.0424:128.9843|146.0105:130.0642:150.0095;222.0428:104.0495:92.0495;104.0495:222.0428:186.0662|222.043:77.0383|222.0431:104.0496:77.0383|222.0431:104.0496:92.0495|222.0428:104.0495:92.0495|92.0496:104.0496:222.0432|92.0495:77.0386:65.0386|222.043:77.0383|222.0431:104.0495|222.0431:104.0495:92.0495|222.043:104.0495:92.0495|92.0495:104.0495:222.0428|92.0495:77.0386:65.0386|104.0495:186.0661:193.0288;222.0427:104.0494:92.0494|92.0494:104.0494:77.0385|222.0426:104.0494:186.0662|104.0493:186.066:205.0162,205.0162;193.0288;186.06615;150.0095;146.0105;130.0642;128.9843;104.0495;92.0495;77.0384;65.0386,Athens_Univ;CASMI_2016;Eawag;UFZ,SM840252;EA008851|EA008852|EA008853|EA008854|EA008855|EA008856|EA008857|EA008858|EA008859|EA008860|EA008861|EA008862|EA008863|EA008864;UF401851|UF401852,[M-H]-;[M-H]-;[M-H]-,HCD35;CID35|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|HCD15|HCD30|HCD45|HCD60|HCD75|HCD90|CID35;HCD55|HCD80,220.0284:193.987;220.0284:73.9803:100.9912|220.0286|220.0285:73.9803:65.0145|220.0284:74.9643:150.0119|74.9643:117.046:150.0116|74.9643:117.046:73.9804|74.9643:117.0459:65.9984|220.0285|220.0286:73.9803:150.012|220.0283:74.9643:150.0116|74.9643:117.0457:150.0116|74.9642:117.0457:73.9803|74.9643:117.0459:73.9802|73.9802:184.0516:150.0114;220.0283|220.0288,220.02845;193.987;184.0516;150.0116;117.0459;100.9912;74.9643;73.9803;65.9984;65.0145,CASMI_2016;Eawag;UFZ
